# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.55]
# Max mean shortest path [3.6]
# Range of value [2.05]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.85000    0.78293     0.78293        0.21707    0.90000
01.82500    0.79268     0.79268        0.20732    0.90000
02.20000    0.64634     0.64634        0.35366    0.90000
01.70000    0.84146     0.84146        0.15854    0.90000
01.55000    0.90000     0.90000        0.10000    0.90000
01.57500    0.89024     0.89024        0.10976    0.90000
02.60000    0.49024     0.49024        0.50976    0.90000
02.07500    0.69512     0.69512        0.30488    0.90000
02.22500    0.63659     0.63659        0.36341    0.90000
01.70000    0.84146     0.84146        0.15854    0.90000
02.12500    0.67561     0.67561        0.32439    0.90000
01.97500    0.73415     0.73415        0.26585    0.90000
01.92500    0.75366     0.75366        0.24634    0.90000
02.10000    0.68537     0.68537        0.31463    0.90000
01.97500    0.73415     0.73415        0.26585    0.90000
02.32500    0.59756     0.59756        0.40244    0.90000
01.82500    0.79268     0.79268        0.20732    0.90000
01.62500    0.87073     0.87073        0.12927    0.90000
02.67500    0.46098     0.46098        0.53902    0.90000
01.75000    0.82195     0.82195        0.17805    0.90000
01.57500    0.89024     0.89024        0.10976    0.90000
01.95000    0.74390     0.74390        0.25610    0.90000
02.87500    0.38293     0.38293        0.61707    0.90000
02.55000    0.50976     0.50976        0.49024    0.90000
01.82500    0.79268     0.79268        0.20732    0.90000
03.07500    0.30488     0.30488        0.69512    0.90000
02.55000    0.50976     0.50976        0.49024    0.90000
02.42500    0.55854     0.55854        0.44146    0.90000
02.77500    0.42195     0.42195        0.57805    0.90000
02.35000    0.58780     0.58780        0.41220    0.90000
02.55000    0.50976     0.50976        0.49024    0.90000
03.60000    0.10000     0.10000        0.90000    0.90000
02.77500    0.42195     0.42195        0.57805    0.90000
03.27500    0.22683     0.22683        0.77317    0.90000
02.15000    0.66585     0.66585        0.33415    0.90000
01.55000    0.90000     0.90000        0.10000    0.90000
02.97500    0.34390     0.34390        0.65610    0.90000
02.27500    0.61707     0.61707        0.38293    0.90000
02.65000    0.47073     0.47073        0.52927    0.90000
02.67500    0.46098     0.46098        0.53902    0.90000
