# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1]
# Max mean shortest path [2.2]
# Range of value [1.2]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.25000    0.73333     0.73333        0.26667    0.90000
01.00000    0.90000     0.90000        0.10000    0.90000
01.40000    0.63333     0.63333        0.36667    0.90000
01.25000    0.73333     0.73333        0.26667    0.90000
01.35000    0.66667     0.66667        0.33333    0.90000
01.50000    0.56667     0.56667        0.43333    0.90000
01.15000    0.80000     0.80000        0.20000    0.90000
01.35000    0.66667     0.66667        0.33333    0.90000
01.35000    0.66667     0.66667        0.33333    0.90000
01.40000    0.63333     0.63333        0.36667    0.90000
01.70000    0.43333     0.43333        0.56667    0.90000
01.55000    0.53333     0.53333        0.46667    0.90000
01.25000    0.73333     0.73333        0.26667    0.90000
02.05000    0.20000     0.20000        0.80000    0.90000
01.70000    0.43333     0.43333        0.56667    0.90000
01.70000    0.43333     0.43333        0.56667    0.90000
01.45000    0.60000     0.60000        0.40000    0.90000
01.85000    0.33333     0.33333        0.66667    0.90000
02.20000    0.10000     0.10000        0.90000    0.90000
01.30000    0.70000     0.70000        0.30000    0.90000
