# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.433333]
# Max mean shortest path [3.033333]
# Range of value [1.6]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.46667    0.88333     0.88333        0.11667    0.90000
01.43333    0.90000     0.90000        0.10000    0.90000
01.80000    0.71667     0.71667        0.28333    0.90000
02.43333    0.40000     0.40000        0.60000    0.90000
03.03333    0.10000     0.10000        0.90000    0.90000
02.03333    0.60000     0.60000        0.40000    0.90000
01.80000    0.71667     0.71667        0.28333    0.90000
02.56667    0.33333     0.33333        0.66667    0.90000
02.10000    0.56667     0.56667        0.43333    0.90000
01.56667    0.83333     0.83333        0.16667    0.90000
01.76667    0.73333     0.73333        0.26667    0.90000
02.26667    0.48333     0.48333        0.51667    0.90000
01.70000    0.76667     0.76667        0.23333    0.90000
01.93333    0.65000     0.65000        0.35000    0.90000
02.53333    0.35000     0.35000        0.65000    0.90000
01.56667    0.83333     0.83333        0.16667    0.90000
01.80000    0.71667     0.71667        0.28333    0.90000
01.66667    0.78333     0.78333        0.21667    0.90000
02.20000    0.51667     0.51667        0.48333    0.90000
02.76667    0.23333     0.23333        0.76667    0.90000
01.96667    0.63333     0.63333        0.36667    0.90000
01.83333    0.70000     0.70000        0.30000    0.90000
01.56667    0.83333     0.83333        0.16667    0.90000
02.63333    0.30000     0.30000        0.70000    0.90000
02.63333    0.30000     0.30000        0.70000    0.90000
01.70000    0.76667     0.76667        0.23333    0.90000
02.16667    0.53333     0.53333        0.46667    0.90000
01.70000    0.76667     0.76667        0.23333    0.90000
02.23333    0.50000     0.50000        0.50000    0.90000
02.16667    0.53333     0.53333        0.46667    0.90000
