# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.76]
# Max mean shortest path [3.58]
# Range of value [1.82]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.92000    0.82967     0.82967        0.17033    0.90000
01.78000    0.89121     0.89121        0.10879    0.90000
02.74000    0.46923     0.46923        0.53077    0.90000
01.76000    0.90000     0.90000        0.10000    0.90000
01.88000    0.84725     0.84725        0.15275    0.90000
02.96000    0.37253     0.37253        0.62747    0.90000
01.96000    0.81209     0.81209        0.18791    0.90000
01.94000    0.82088     0.82088        0.17912    0.90000
02.94000    0.38132     0.38132        0.61868    0.90000
02.08000    0.75934     0.75934        0.24066    0.90000
01.88000    0.84725     0.84725        0.15275    0.90000
02.60000    0.53077     0.53077        0.46923    0.90000
02.36000    0.63626     0.63626        0.36374    0.90000
02.68000    0.49560     0.49560        0.50440    0.90000
02.12000    0.74176     0.74176        0.25824    0.90000
02.84000    0.42527     0.42527        0.57473    0.90000
01.92000    0.82967     0.82967        0.17033    0.90000
02.12000    0.74176     0.74176        0.25824    0.90000
01.96000    0.81209     0.81209        0.18791    0.90000
02.32000    0.65385     0.65385        0.34615    0.90000
02.50000    0.57473     0.57473        0.42527    0.90000
02.56000    0.54835     0.54835        0.45165    0.90000
02.64000    0.51319     0.51319        0.48681    0.90000
02.34000    0.64505     0.64505        0.35495    0.90000
02.44000    0.60110     0.60110        0.39890    0.90000
02.20000    0.70659     0.70659        0.29341    0.90000
02.56000    0.54835     0.54835        0.45165    0.90000
02.04000    0.77692     0.77692        0.22308    0.90000
02.66000    0.50440     0.50440        0.49560    0.90000
02.04000    0.77692     0.77692        0.22308    0.90000
02.06000    0.76813     0.76813        0.23187    0.90000
03.04000    0.33736     0.33736        0.66264    0.90000
03.22000    0.25824     0.25824        0.74176    0.90000
02.82000    0.43407     0.43407        0.56593    0.90000
02.32000    0.65385     0.65385        0.34615    0.90000
02.44000    0.60110     0.60110        0.39890    0.90000
02.98000    0.36374     0.36374        0.63626    0.90000
02.80000    0.44286     0.44286        0.55714    0.90000
02.62000    0.52198     0.52198        0.47802    0.90000
03.58000    0.10000     0.10000        0.90000    0.90000
03.04000    0.33736     0.33736        0.66264    0.90000
01.88000    0.84725     0.84725        0.15275    0.90000
03.08000    0.31978     0.31978        0.68022    0.90000
02.68000    0.49560     0.49560        0.50440    0.90000
03.06000    0.32857     0.32857        0.67143    0.90000
02.76000    0.46044     0.46044        0.53956    0.90000
02.24000    0.68901     0.68901        0.31099    0.90000
02.26000    0.68022     0.68022        0.31978    0.90000
02.84000    0.42527     0.42527        0.57473    0.90000
02.52000    0.56593     0.56593        0.43407    0.90000
