# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.3]
# Max mean shortest path [3.066667]
# Range of value [1.766667]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.70000    0.71887     0.71887        0.28113    0.90000
01.86667    0.64340     0.64340        0.35660    0.90000
01.70000    0.71887     0.71887        0.28113    0.90000
01.36667    0.86981     0.86981        0.13019    0.90000
01.30000    0.90000     0.90000        0.10000    0.90000
01.46667    0.82453     0.82453        0.17547    0.90000
01.86667    0.64340     0.64340        0.35660    0.90000
02.36667    0.41698     0.41698        0.58302    0.90000
01.83333    0.65849     0.65849        0.34151    0.90000
01.46667    0.82453     0.82453        0.17547    0.90000
01.43333    0.83962     0.83962        0.16038    0.90000
01.50000    0.80943     0.80943        0.19057    0.90000
01.93333    0.61321     0.61321        0.38679    0.90000
01.56667    0.77925     0.77925        0.22075    0.90000
01.80000    0.67358     0.67358        0.32642    0.90000
01.60000    0.76415     0.76415        0.23585    0.90000
02.43333    0.38679     0.38679        0.61321    0.90000
02.16667    0.50755     0.50755        0.49245    0.90000
01.80000    0.67358     0.67358        0.32642    0.90000
01.83333    0.65849     0.65849        0.34151    0.90000
02.53333    0.34151     0.34151        0.65849    0.90000
02.36667    0.41698     0.41698        0.58302    0.90000
01.83333    0.65849     0.65849        0.34151    0.90000
02.16667    0.50755     0.50755        0.49245    0.90000
02.70000    0.26604     0.26604        0.73396    0.90000
02.23333    0.47736     0.47736        0.52264    0.90000
02.13333    0.52264     0.52264        0.47736    0.90000
01.90000    0.62830     0.62830        0.37170    0.90000
03.06667    0.10000     0.10000        0.90000    0.90000
02.76667    0.23585     0.23585        0.76415    0.90000
