# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.5]
# Max mean shortest path [2.833333]
# Range of value [1.333333]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
02.00000    0.60000     0.60000        0.40000    0.90000
01.63333    0.82000     0.82000        0.18000    0.90000
01.50000    0.90000     0.90000        0.10000    0.90000
01.90000    0.66000     0.66000        0.34000    0.90000
01.90000    0.66000     0.66000        0.34000    0.90000
02.30000    0.42000     0.42000        0.58000    0.90000
01.93333    0.64000     0.64000        0.36000    0.90000
02.76667    0.14000     0.14000        0.86000    0.90000
02.70000    0.18000     0.18000        0.82000    0.90000
02.13333    0.52000     0.52000        0.48000    0.90000
01.66667    0.80000     0.80000        0.20000    0.90000
01.90000    0.66000     0.66000        0.34000    0.90000
01.86667    0.68000     0.68000        0.32000    0.90000
01.93333    0.64000     0.64000        0.36000    0.90000
02.00000    0.60000     0.60000        0.40000    0.90000
02.00000    0.60000     0.60000        0.40000    0.90000
02.10000    0.54000     0.54000        0.46000    0.90000
02.06667    0.56000     0.56000        0.44000    0.90000
02.73333    0.16000     0.16000        0.84000    0.90000
02.16667    0.50000     0.50000        0.50000    0.90000
02.33333    0.40000     0.40000        0.60000    0.90000
02.06667    0.56000     0.56000        0.44000    0.90000
02.83333    0.10000     0.10000        0.90000    0.90000
02.10000    0.54000     0.54000        0.46000    0.90000
01.53333    0.88000     0.88000        0.12000    0.90000
02.80000    0.12000     0.12000        0.88000    0.90000
02.16667    0.50000     0.50000        0.50000    0.90000
02.36667    0.38000     0.38000        0.62000    0.90000
02.70000    0.18000     0.18000        0.82000    0.90000
01.90000    0.66000     0.66000        0.34000    0.90000
