# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.366667]
# Max mean shortest path [2.8]
# Range of value [1.433333]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.36667    0.90000     0.90000        0.10000    0.90000
01.36667    0.90000     0.90000        0.10000    0.90000
01.63333    0.75116     0.75116        0.24884    0.90000
01.46667    0.84419     0.84419        0.15581    0.90000
01.40000    0.88140     0.88140        0.11860    0.90000
01.86667    0.62093     0.62093        0.37907    0.90000
01.56667    0.78837     0.78837        0.21163    0.90000
01.76667    0.67674     0.67674        0.32326    0.90000
02.06667    0.50930     0.50930        0.49070    0.90000
01.56667    0.78837     0.78837        0.21163    0.90000
01.66667    0.73256     0.73256        0.26744    0.90000
01.46667    0.84419     0.84419        0.15581    0.90000
01.66667    0.73256     0.73256        0.26744    0.90000
01.96667    0.56512     0.56512        0.43488    0.90000
01.83333    0.63954     0.63954        0.36046    0.90000
02.10000    0.49070     0.49070        0.50930    0.90000
02.13333    0.47209     0.47209        0.52791    0.90000
02.00000    0.54651     0.54651        0.45349    0.90000
01.70000    0.71395     0.71395        0.28605    0.90000
02.23333    0.41628     0.41628        0.58372    0.90000
02.40000    0.32326     0.32326        0.67674    0.90000
01.93333    0.58372     0.58372        0.41628    0.90000
02.53333    0.24884     0.24884        0.75116    0.90000
01.80000    0.65814     0.65814        0.34186    0.90000
02.56667    0.23023     0.23023        0.76977    0.90000
01.96667    0.56512     0.56512        0.43488    0.90000
02.03333    0.52791     0.52791        0.47209    0.90000
02.13333    0.47209     0.47209        0.52791    0.90000
02.80000    0.10000     0.10000        0.90000    0.90000
01.56667    0.78837     0.78837        0.21163    0.90000
