# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.625]
# Max mean shortest path [2.75]
# Range of value [1.125]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.87500    0.72222     0.72222        0.27778    0.90000
01.95000    0.66889     0.66889        0.33111    0.90000
01.67500    0.86444     0.86444        0.13556    0.90000
01.65000    0.88222     0.88222        0.11778    0.90000
01.62500    0.90000     0.90000        0.10000    0.90000
02.07500    0.58000     0.58000        0.42000    0.90000
01.67500    0.86444     0.86444        0.13556    0.90000
02.57500    0.22444     0.22444        0.77556    0.90000
01.82500    0.75778     0.75778        0.24222    0.90000
02.37500    0.36667     0.36667        0.63333    0.90000
01.87500    0.72222     0.72222        0.27778    0.90000
02.05000    0.59778     0.59778        0.40222    0.90000
02.42500    0.33111     0.33111        0.66889    0.90000
02.32500    0.40222     0.40222        0.59778    0.90000
02.52500    0.26000     0.26000        0.74000    0.90000
02.22500    0.47333     0.47333        0.52667    0.90000
02.25000    0.45556     0.45556        0.54444    0.90000
01.92500    0.68667     0.68667        0.31333    0.90000
01.95000    0.66889     0.66889        0.33111    0.90000
02.07500    0.58000     0.58000        0.42000    0.90000
01.85000    0.74000     0.74000        0.26000    0.90000
01.97500    0.65111     0.65111        0.34889    0.90000
02.55000    0.24222     0.24222        0.75778    0.90000
01.87500    0.72222     0.72222        0.27778    0.90000
02.20000    0.49111     0.49111        0.50889    0.90000
02.37500    0.36667     0.36667        0.63333    0.90000
01.67500    0.86444     0.86444        0.13556    0.90000
01.80000    0.77556     0.77556        0.22444    0.90000
02.75000    0.10000     0.10000        0.90000    0.90000
02.62500    0.18889     0.18889        0.81111    0.90000
02.37500    0.36667     0.36667        0.63333    0.90000
02.15000    0.52667     0.52667        0.47333    0.90000
02.67500    0.15333     0.15333        0.84667    0.90000
02.57500    0.22444     0.22444        0.77556    0.90000
02.02500    0.61556     0.61556        0.38444    0.90000
02.65000    0.17111     0.17111        0.82889    0.90000
02.47500    0.29556     0.29556        0.70444    0.90000
02.40000    0.34889     0.34889        0.65111    0.90000
02.72500    0.11778     0.11778        0.88222    0.90000
02.45000    0.31333     0.31333        0.68667    0.90000
