# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.333333]
# Max mean shortest path [2.933333]
# Range of value [1.6]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.46667    0.83333     0.83333        0.16667    0.90000
01.73333    0.70000     0.70000        0.30000    0.90000
01.56667    0.78333     0.78333        0.21667    0.90000
01.63333    0.75000     0.75000        0.25000    0.90000
01.86667    0.63333     0.63333        0.36667    0.90000
01.56667    0.78333     0.78333        0.21667    0.90000
01.76667    0.68333     0.68333        0.31667    0.90000
01.76667    0.68333     0.68333        0.31667    0.90000
01.93333    0.60000     0.60000        0.40000    0.90000
01.86667    0.63333     0.63333        0.36667    0.90000
01.83333    0.65000     0.65000        0.35000    0.90000
02.03333    0.55000     0.55000        0.45000    0.90000
02.33333    0.40000     0.40000        0.60000    0.90000
02.63333    0.25000     0.25000        0.75000    0.90000
02.00000    0.56667     0.56667        0.43333    0.90000
01.56667    0.78333     0.78333        0.21667    0.90000
01.60000    0.76667     0.76667        0.23333    0.90000
02.23333    0.45000     0.45000        0.55000    0.90000
02.36667    0.38333     0.38333        0.61667    0.90000
02.10000    0.51667     0.51667        0.48333    0.90000
02.23333    0.45000     0.45000        0.55000    0.90000
02.13333    0.50000     0.50000        0.50000    0.90000
02.46667    0.33333     0.33333        0.66667    0.90000
02.93333    0.10000     0.10000        0.90000    0.90000
01.56667    0.78333     0.78333        0.21667    0.90000
01.33333    0.90000     0.90000        0.10000    0.90000
01.90000    0.61667     0.61667        0.38333    0.90000
02.20000    0.46667     0.46667        0.53333    0.90000
01.66667    0.73333     0.73333        0.26667    0.90000
02.06667    0.53333     0.53333        0.46667    0.90000
