# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.55]
# Max mean shortest path [3.5]
# Range of value [1.95]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.67500    0.84872     0.84872        0.15128    0.90000
01.75000    0.81795     0.81795        0.18205    0.90000
02.27500    0.60256     0.60256        0.39744    0.90000
01.80000    0.79744     0.79744        0.20256    0.90000
01.92500    0.74615     0.74615        0.25385    0.90000
01.62500    0.86923     0.86923        0.13077    0.90000
01.55000    0.90000     0.90000        0.10000    0.90000
02.12500    0.66410     0.66410        0.33590    0.90000
02.22500    0.62308     0.62308        0.37692    0.90000
02.00000    0.71538     0.71538        0.28462    0.90000
01.70000    0.83846     0.83846        0.16154    0.90000
01.57500    0.88974     0.88974        0.11026    0.90000
02.32500    0.58205     0.58205        0.41795    0.90000
02.00000    0.71538     0.71538        0.28462    0.90000
01.90000    0.75641     0.75641        0.24359    0.90000
02.57500    0.47949     0.47949        0.52051    0.90000
02.37500    0.56154     0.56154        0.43846    0.90000
03.00000    0.30513     0.30513        0.69487    0.90000
01.80000    0.79744     0.79744        0.20256    0.90000
02.25000    0.61282     0.61282        0.38718    0.90000
01.72500    0.82821     0.82821        0.17179    0.90000
02.30000    0.59231     0.59231        0.40769    0.90000
03.07500    0.27436     0.27436        0.72564    0.90000
02.65000    0.44872     0.44872        0.55128    0.90000
02.40000    0.55128     0.55128        0.44872    0.90000
02.40000    0.55128     0.55128        0.44872    0.90000
01.87500    0.76667     0.76667        0.23333    0.90000
02.62500    0.45897     0.45897        0.54103    0.90000
03.50000    0.10000     0.10000        0.90000    0.90000
01.90000    0.75641     0.75641        0.24359    0.90000
03.50000    0.10000     0.10000        0.90000    0.90000
02.00000    0.71538     0.71538        0.28462    0.90000
02.95000    0.32564     0.32564        0.67436    0.90000
02.32500    0.58205     0.58205        0.41795    0.90000
02.20000    0.63333     0.63333        0.36667    0.90000
01.77500    0.80769     0.80769        0.19231    0.90000
02.37500    0.56154     0.56154        0.43846    0.90000
02.12500    0.66410     0.66410        0.33590    0.90000
03.50000    0.10000     0.10000        0.90000    0.90000
02.72500    0.41795     0.41795        0.58205    0.90000
