# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.88]
# Max mean shortest path [3.84]
# Range of value [1.96]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.92000    0.88367     0.88367        0.11633    0.90000
01.98000    0.85918     0.85918        0.14082    0.90000
02.20000    0.76939     0.76939        0.23061    0.90000
02.62000    0.59796     0.59796        0.40204    0.90000
02.34000    0.71224     0.71224        0.28776    0.90000
02.06000    0.82653     0.82653        0.17347    0.90000
02.48000    0.65510     0.65510        0.34490    0.90000
02.16000    0.78571     0.78571        0.21429    0.90000
02.48000    0.65510     0.65510        0.34490    0.90000
02.82000    0.51633     0.51633        0.48367    0.90000
02.16000    0.78571     0.78571        0.21429    0.90000
01.90000    0.89184     0.89184        0.10816    0.90000
02.16000    0.78571     0.78571        0.21429    0.90000
02.04000    0.83469     0.83469        0.16531    0.90000
02.46000    0.66327     0.66327        0.33673    0.90000
02.22000    0.76122     0.76122        0.23878    0.90000
03.24000    0.34490     0.34490        0.65510    0.90000
02.46000    0.66327     0.66327        0.33673    0.90000
02.26000    0.74490     0.74490        0.25510    0.90000
03.04000    0.42653     0.42653        0.57347    0.90000
02.70000    0.56531     0.56531        0.43469    0.90000
03.14000    0.38571     0.38571        0.61429    0.90000
03.56000    0.21429     0.21429        0.78571    0.90000
02.26000    0.74490     0.74490        0.25510    0.90000
02.94000    0.46735     0.46735        0.53265    0.90000
02.08000    0.81837     0.81837        0.18163    0.90000
03.50000    0.23878     0.23878        0.76122    0.90000
02.94000    0.46735     0.46735        0.53265    0.90000
02.44000    0.67143     0.67143        0.32857    0.90000
02.16000    0.78571     0.78571        0.21429    0.90000
01.88000    0.90000     0.90000        0.10000    0.90000
02.20000    0.76939     0.76939        0.23061    0.90000
02.84000    0.50816     0.50816        0.49184    0.90000
03.26000    0.33673     0.33673        0.66327    0.90000
02.94000    0.46735     0.46735        0.53265    0.90000
03.08000    0.41020     0.41020        0.58980    0.90000
02.66000    0.58163     0.58163        0.41837    0.90000
03.16000    0.37755     0.37755        0.62245    0.90000
03.14000    0.38571     0.38571        0.61429    0.90000
01.88000    0.90000     0.90000        0.10000    0.90000
03.62000    0.18980     0.18980        0.81020    0.90000
03.50000    0.23878     0.23878        0.76122    0.90000
03.58000    0.20612     0.20612        0.79388    0.90000
02.70000    0.56531     0.56531        0.43469    0.90000
02.82000    0.51633     0.51633        0.48367    0.90000
03.56000    0.21429     0.21429        0.78571    0.90000
03.84000    0.10000     0.10000        0.90000    0.90000
02.28000    0.73673     0.73673        0.26327    0.90000
02.20000    0.76939     0.76939        0.23061    0.90000
03.16000    0.37755     0.37755        0.62245    0.90000
