# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.65]
# Max mean shortest path [3.55]
# Range of value [1.9]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.65000    0.90000     0.90000        0.10000    0.90000
01.65000    0.90000     0.90000        0.10000    0.90000
02.12500    0.70000     0.70000        0.30000    0.90000
02.60000    0.50000     0.50000        0.50000    0.90000
03.17500    0.25789     0.25789        0.74211    0.90000
02.25000    0.64737     0.64737        0.35263    0.90000
02.15000    0.68947     0.68947        0.31053    0.90000
03.10000    0.28947     0.28947        0.71053    0.90000
02.32500    0.61579     0.61579        0.38421    0.90000
01.80000    0.83684     0.83684        0.16316    0.90000
01.82500    0.82632     0.82632        0.17368    0.90000
02.47500    0.55263     0.55263        0.44737    0.90000
01.87500    0.80526     0.80526        0.19474    0.90000
02.35000    0.60526     0.60526        0.39474    0.90000
02.97500    0.34211     0.34211        0.65789    0.90000
01.72500    0.86842     0.86842        0.13158    0.90000
02.00000    0.75263     0.75263        0.24737    0.90000
01.75000    0.85789     0.85789        0.14211    0.90000
02.37500    0.59474     0.59474        0.40526    0.90000
03.00000    0.33158     0.33158        0.66842    0.90000
02.30000    0.62632     0.62632        0.37368    0.90000
01.97500    0.76316     0.76316        0.23684    0.90000
01.70000    0.87895     0.87895        0.12105    0.90000
02.90000    0.37368     0.37368        0.62632    0.90000
02.97500    0.34211     0.34211        0.65789    0.90000
01.95000    0.77368     0.77368        0.22632    0.90000
02.15000    0.68947     0.68947        0.31053    0.90000
01.97500    0.76316     0.76316        0.23684    0.90000
02.62500    0.48947     0.48947        0.51053    0.90000
02.22500    0.65789     0.65789        0.34211    0.90000
02.90000    0.37368     0.37368        0.62632    0.90000
03.47500    0.13158     0.13158        0.86842    0.90000
01.92500    0.78421     0.78421        0.21579    0.90000
02.45000    0.56316     0.56316        0.43684    0.90000
01.95000    0.77368     0.77368        0.22632    0.90000
01.75000    0.85789     0.85789        0.14211    0.90000
02.60000    0.50000     0.50000        0.50000    0.90000
03.55000    0.10000     0.10000        0.90000    0.90000
02.90000    0.37368     0.37368        0.62632    0.90000
03.40000    0.16316     0.16316        0.83684    0.90000
