# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.82]
# Max mean shortest path [4.1]
# Range of value [2.28]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.90000    0.87193     0.87193        0.12807    0.90000
01.88000    0.87895     0.87895        0.12105    0.90000
02.00000    0.83684     0.83684        0.16316    0.90000
02.12000    0.79474     0.79474        0.20526    0.90000
01.90000    0.87193     0.87193        0.12807    0.90000
02.44000    0.68246     0.68246        0.31754    0.90000
02.18000    0.77368     0.77368        0.22632    0.90000
02.28000    0.73860     0.73860        0.26140    0.90000
02.48000    0.66842     0.66842        0.33158    0.90000
02.08000    0.80877     0.80877        0.19123    0.90000
02.32000    0.72456     0.72456        0.27544    0.90000
01.84000    0.89298     0.89298        0.10702    0.90000
02.94000    0.50702     0.50702        0.49298    0.90000
01.82000    0.90000     0.90000        0.10000    0.90000
01.94000    0.85789     0.85789        0.14211    0.90000
02.20000    0.76667     0.76667        0.23333    0.90000
02.42000    0.68947     0.68947        0.31053    0.90000
03.04000    0.47193     0.47193        0.52807    0.90000
01.96000    0.85088     0.85088        0.14912    0.90000
02.58000    0.63333     0.63333        0.36667    0.90000
02.06000    0.81579     0.81579        0.18421    0.90000
02.64000    0.61228     0.61228        0.38772    0.90000
01.82000    0.90000     0.90000        0.10000    0.90000
02.96000    0.50000     0.50000        0.50000    0.90000
02.14000    0.78772     0.78772        0.21228    0.90000
02.42000    0.68947     0.68947        0.31053    0.90000
02.04000    0.82281     0.82281        0.17719    0.90000
01.92000    0.86491     0.86491        0.13509    0.90000
03.88000    0.17719     0.17719        0.82281    0.90000
02.60000    0.62632     0.62632        0.37368    0.90000
02.94000    0.50702     0.50702        0.49298    0.90000
02.28000    0.73860     0.73860        0.26140    0.90000
02.32000    0.72456     0.72456        0.27544    0.90000
02.50000    0.66140     0.66140        0.33860    0.90000
02.52000    0.65439     0.65439        0.34561    0.90000
02.92000    0.51404     0.51404        0.48596    0.90000
03.18000    0.42281     0.42281        0.57719    0.90000
02.68000    0.59825     0.59825        0.40175    0.90000
02.50000    0.66140     0.66140        0.33860    0.90000
03.28000    0.38772     0.38772        0.61228    0.90000
03.84000    0.19123     0.19123        0.80877    0.90000
02.40000    0.69649     0.69649        0.30351    0.90000
02.42000    0.68947     0.68947        0.31053    0.90000
02.94000    0.50702     0.50702        0.49298    0.90000
02.30000    0.73158     0.73158        0.26842    0.90000
04.10000    0.10000     0.10000        0.90000    0.90000
02.10000    0.80175     0.80175        0.19825    0.90000
04.10000    0.10000     0.10000        0.90000    0.90000
03.48000    0.31754     0.31754        0.68246    0.90000
02.92000    0.51404     0.51404        0.48596    0.90000
