# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.84]
# Max mean shortest path [4.04]
# Range of value [2.2]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
02.12000    0.79818     0.79818        0.20182    0.90000
02.06000    0.82000     0.82000        0.18000    0.90000
02.66000    0.60182     0.60182        0.39818    0.90000
02.40000    0.69636     0.69636        0.30364    0.90000
02.52000    0.65273     0.65273        0.34727    0.90000
02.18000    0.77636     0.77636        0.22364    0.90000
01.98000    0.84909     0.84909        0.15091    0.90000
02.26000    0.74727     0.74727        0.25273    0.90000
01.84000    0.90000     0.90000        0.10000    0.90000
02.20000    0.76909     0.76909        0.23091    0.90000
02.16000    0.78364     0.78364        0.21636    0.90000
02.06000    0.82000     0.82000        0.18000    0.90000
02.66000    0.60182     0.60182        0.39818    0.90000
02.34000    0.71818     0.71818        0.28182    0.90000
01.90000    0.87818     0.87818        0.12182    0.90000
03.08000    0.44909     0.44909        0.55091    0.90000
01.96000    0.85636     0.85636        0.14364    0.90000
02.48000    0.66727     0.66727        0.33273    0.90000
02.36000    0.71091     0.71091        0.28909    0.90000
02.20000    0.76909     0.76909        0.23091    0.90000
02.90000    0.51455     0.51455        0.48545    0.90000
02.52000    0.65273     0.65273        0.34727    0.90000
02.88000    0.52182     0.52182        0.47818    0.90000
02.28000    0.74000     0.74000        0.26000    0.90000
02.52000    0.65273     0.65273        0.34727    0.90000
02.58000    0.63091     0.63091        0.36909    0.90000
02.16000    0.78364     0.78364        0.21636    0.90000
02.44000    0.68182     0.68182        0.31818    0.90000
01.90000    0.87818     0.87818        0.12182    0.90000
02.34000    0.71818     0.71818        0.28182    0.90000
02.22000    0.76182     0.76182        0.23818    0.90000
03.76000    0.20182     0.20182        0.79818    0.90000
03.56000    0.27455     0.27455        0.72545    0.90000
02.40000    0.69636     0.69636        0.30364    0.90000
02.08000    0.81273     0.81273        0.18727    0.90000
02.62000    0.61636     0.61636        0.38364    0.90000
02.98000    0.48545     0.48545        0.51455    0.90000
02.48000    0.66727     0.66727        0.33273    0.90000
02.74000    0.57273     0.57273        0.42727    0.90000
03.16000    0.42000     0.42000        0.58000    0.90000
02.56000    0.63818     0.63818        0.36182    0.90000
02.38000    0.70364     0.70364        0.29636    0.90000
03.22000    0.39818     0.39818        0.60182    0.90000
02.58000    0.63091     0.63091        0.36909    0.90000
03.50000    0.29636     0.29636        0.70364    0.90000
02.96000    0.49273     0.49273        0.50727    0.90000
03.10000    0.44182     0.44182        0.55818    0.90000
04.04000    0.10000     0.10000        0.90000    0.90000
03.10000    0.44182     0.44182        0.55818    0.90000
01.96000    0.85636     0.85636        0.14364    0.90000
