# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.525]
# Max mean shortest path [3.225]
# Range of value [1.7]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.62500    0.85294     0.85294        0.14706    0.90000
01.72500    0.80588     0.80588        0.19412    0.90000
01.87500    0.73529     0.73529        0.26471    0.90000
01.80000    0.77059     0.77059        0.22941    0.90000
01.52500    0.90000     0.90000        0.10000    0.90000
01.75000    0.79412     0.79412        0.20588    0.90000
02.37500    0.50000     0.50000        0.50000    0.90000
01.70000    0.81765     0.81765        0.18235    0.90000
01.67500    0.82941     0.82941        0.17059    0.90000
02.00000    0.67647     0.67647        0.32353    0.90000
02.97500    0.21765     0.21765        0.78235    0.90000
02.40000    0.48824     0.48824        0.51176    0.90000
01.75000    0.79412     0.79412        0.20588    0.90000
02.57500    0.40588     0.40588        0.59412    0.90000
02.70000    0.34706     0.34706        0.65294    0.90000
02.05000    0.65294     0.65294        0.34706    0.90000
01.62500    0.85294     0.85294        0.14706    0.90000
02.20000    0.58235     0.58235        0.41765    0.90000
01.87500    0.73529     0.73529        0.26471    0.90000
02.45000    0.46471     0.46471        0.53529    0.90000
02.05000    0.65294     0.65294        0.34706    0.90000
03.22500    0.10000     0.10000        0.90000    0.90000
01.97500    0.68824     0.68824        0.31176    0.90000
02.45000    0.46471     0.46471        0.53529    0.90000
02.42500    0.47647     0.47647        0.52353    0.90000
02.42500    0.47647     0.47647        0.52353    0.90000
02.52500    0.42941     0.42941        0.57059    0.90000
03.12500    0.14706     0.14706        0.85294    0.90000
02.45000    0.46471     0.46471        0.53529    0.90000
01.62500    0.85294     0.85294        0.14706    0.90000
01.87500    0.73529     0.73529        0.26471    0.90000
03.02500    0.19412     0.19412        0.80588    0.90000
03.10000    0.15882     0.15882        0.84118    0.90000
02.60000    0.39412     0.39412        0.60588    0.90000
02.32500    0.52353     0.52353        0.47647    0.90000
02.52500    0.42941     0.42941        0.57059    0.90000
02.47500    0.45294     0.45294        0.54706    0.90000
02.12500    0.61765     0.61765        0.38235    0.90000
03.12500    0.14706     0.14706        0.85294    0.90000
02.80000    0.30000     0.30000        0.70000    0.90000
