# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.92]
# Max mean shortest path [4.18]
# Range of value [2.26]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
02.00000    0.87168     0.87168        0.12832    0.90000
02.02000    0.86460     0.86460        0.13540    0.90000
02.34000    0.75133     0.75133        0.24867    0.90000
02.04000    0.85752     0.85752        0.14248    0.90000
01.92000    0.90000     0.90000        0.10000    0.90000
02.40000    0.73009     0.73009        0.26991    0.90000
01.98000    0.87876     0.87876        0.12124    0.90000
02.28000    0.77257     0.77257        0.22743    0.90000
02.04000    0.85752     0.85752        0.14248    0.90000
02.38000    0.73717     0.73717        0.26283    0.90000
02.16000    0.81504     0.81504        0.18496    0.90000
02.24000    0.78673     0.78673        0.21327    0.90000
02.98000    0.52478     0.52478        0.47522    0.90000
02.60000    0.65929     0.65929        0.34071    0.90000
02.16000    0.81504     0.81504        0.18496    0.90000
02.68000    0.63097     0.63097        0.36903    0.90000
01.96000    0.88584     0.88584        0.11416    0.90000
02.72000    0.61681     0.61681        0.38319    0.90000
02.30000    0.76549     0.76549        0.23451    0.90000
02.80000    0.58850     0.58850        0.41150    0.90000
03.02000    0.51062     0.51062        0.48938    0.90000
03.22000    0.43982     0.43982        0.56018    0.90000
02.68000    0.63097     0.63097        0.36903    0.90000
02.90000    0.55310     0.55310        0.44690    0.90000
03.38000    0.38319     0.38319        0.61681    0.90000
02.64000    0.64513     0.64513        0.35487    0.90000
03.64000    0.29115     0.29115        0.70885    0.90000
02.28000    0.77257     0.77257        0.22743    0.90000
02.48000    0.70177     0.70177        0.29823    0.90000
03.40000    0.37611     0.37611        0.62389    0.90000
03.16000    0.46106     0.46106        0.53894    0.90000
03.22000    0.43982     0.43982        0.56018    0.90000
02.00000    0.87168     0.87168        0.12832    0.90000
02.94000    0.53894     0.53894        0.46106    0.90000
02.22000    0.79381     0.79381        0.20619    0.90000
02.72000    0.61681     0.61681        0.38319    0.90000
02.76000    0.60265     0.60265        0.39735    0.90000
02.36000    0.74425     0.74425        0.25575    0.90000
03.56000    0.31947     0.31947        0.68053    0.90000
04.18000    0.10000     0.10000        0.90000    0.90000
02.70000    0.62389     0.62389        0.37611    0.90000
03.30000    0.41150     0.41150        0.58850    0.90000
03.56000    0.31947     0.31947        0.68053    0.90000
02.20000    0.80088     0.80088        0.19912    0.90000
03.56000    0.31947     0.31947        0.68053    0.90000
03.08000    0.48938     0.48938        0.51062    0.90000
02.44000    0.71593     0.71593        0.28407    0.90000
03.36000    0.39027     0.39027        0.60973    0.90000
03.64000    0.29115     0.29115        0.70885    0.90000
02.66000    0.63805     0.63805        0.36195    0.90000
