# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.675]
# Max mean shortest path [3.225]
# Range of value [1.55]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.82500    0.82258     0.82258        0.17742    0.90000
01.77500    0.84839     0.84839        0.15161    0.90000
01.92500    0.77097     0.77097        0.22903    0.90000
02.32500    0.56452     0.56452        0.43548    0.90000
02.12500    0.66774     0.66774        0.33226    0.90000
01.72500    0.87419     0.87419        0.12581    0.90000
02.32500    0.56452     0.56452        0.43548    0.90000
01.77500    0.84839     0.84839        0.15161    0.90000
02.35000    0.55161     0.55161        0.44839    0.90000
02.65000    0.39677     0.39677        0.60323    0.90000
01.92500    0.77097     0.77097        0.22903    0.90000
01.67500    0.90000     0.90000        0.10000    0.90000
02.00000    0.73226     0.73226        0.26774    0.90000
01.82500    0.82258     0.82258        0.17742    0.90000
02.25000    0.60323     0.60323        0.39677    0.90000
02.15000    0.65484     0.65484        0.34516    0.90000
02.75000    0.34516     0.34516        0.65484    0.90000
02.32500    0.56452     0.56452        0.43548    0.90000
02.02500    0.71935     0.71935        0.28065    0.90000
02.95000    0.24194     0.24194        0.75806    0.90000
02.65000    0.39677     0.39677        0.60323    0.90000
02.97500    0.22903     0.22903        0.77097    0.90000
03.22500    0.10000     0.10000        0.90000    0.90000
02.07500    0.69355     0.69355        0.30645    0.90000
02.92500    0.25484     0.25484        0.74516    0.90000
01.67500    0.90000     0.90000        0.10000    0.90000
03.17500    0.12581     0.12581        0.87419    0.90000
02.75000    0.34516     0.34516        0.65484    0.90000
02.32500    0.56452     0.56452        0.43548    0.90000
02.05000    0.70645     0.70645        0.29355    0.90000
01.75000    0.86129     0.86129        0.13871    0.90000
01.90000    0.78387     0.78387        0.21613    0.90000
02.70000    0.37097     0.37097        0.62903    0.90000
02.97500    0.22903     0.22903        0.77097    0.90000
02.72500    0.35806     0.35806        0.64194    0.90000
02.97500    0.22903     0.22903        0.77097    0.90000
02.50000    0.47419     0.47419        0.52581    0.90000
03.07500    0.17742     0.17742        0.82258    0.90000
03.10000    0.16452     0.16452        0.83548    0.90000
01.72500    0.87419     0.87419        0.12581    0.90000
