# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.82]
# Max mean shortest path [3.46]
# Range of value [1.64]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
02.12000    0.75366     0.75366        0.24634    0.90000
01.86000    0.88049     0.88049        0.11951    0.90000
02.12000    0.75366     0.75366        0.24634    0.90000
02.32000    0.65610     0.65610        0.34390    0.90000
01.92000    0.85122     0.85122        0.14878    0.90000
01.82000    0.90000     0.90000        0.10000    0.90000
02.64000    0.50000     0.50000        0.50000    0.90000
02.06000    0.78293     0.78293        0.21707    0.90000
02.40000    0.61707     0.61707        0.38293    0.90000
02.22000    0.70488     0.70488        0.29512    0.90000
02.10000    0.76341     0.76341        0.23659    0.90000
02.30000    0.66585     0.66585        0.33415    0.90000
01.88000    0.87073     0.87073        0.12927    0.90000
02.50000    0.56829     0.56829        0.43171    0.90000
02.80000    0.42195     0.42195        0.57805    0.90000
02.06000    0.78293     0.78293        0.21707    0.90000
02.12000    0.75366     0.75366        0.24634    0.90000
02.30000    0.66585     0.66585        0.33415    0.90000
03.16000    0.24634     0.24634        0.75366    0.90000
02.72000    0.46098     0.46098        0.53902    0.90000
02.80000    0.42195     0.42195        0.57805    0.90000
02.32000    0.65610     0.65610        0.34390    0.90000
02.50000    0.56829     0.56829        0.43171    0.90000
02.26000    0.68537     0.68537        0.31463    0.90000
02.70000    0.47073     0.47073        0.52927    0.90000
02.54000    0.54878     0.54878        0.45122    0.90000
02.52000    0.55854     0.55854        0.44146    0.90000
02.66000    0.49024     0.49024        0.50976    0.90000
02.76000    0.44146     0.44146        0.55854    0.90000
01.94000    0.84146     0.84146        0.15854    0.90000
02.64000    0.50000     0.50000        0.50000    0.90000
01.84000    0.89024     0.89024        0.10976    0.90000
03.02000    0.31463     0.31463        0.68537    0.90000
03.32000    0.16829     0.16829        0.83171    0.90000
02.46000    0.58780     0.58780        0.41220    0.90000
03.46000    0.10000     0.10000        0.90000    0.90000
02.28000    0.67561     0.67561        0.32439    0.90000
02.92000    0.36341     0.36341        0.63659    0.90000
01.98000    0.82195     0.82195        0.17805    0.90000
02.20000    0.71463     0.71463        0.28537    0.90000
02.14000    0.74390     0.74390        0.25610    0.90000
03.12000    0.26585     0.26585        0.73415    0.90000
03.44000    0.10976     0.10976        0.89024    0.90000
03.12000    0.26585     0.26585        0.73415    0.90000
03.04000    0.30488     0.30488        0.69512    0.90000
03.16000    0.24634     0.24634        0.75366    0.90000
03.00000    0.32439     0.32439        0.67561    0.90000
03.36000    0.14878     0.14878        0.85122    0.90000
02.56000    0.53902     0.53902        0.46098    0.90000
02.78000    0.43171     0.43171        0.56829    0.90000
