# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.55]
# Max mean shortest path [3.725]
# Range of value [2.175]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.55000    0.90000     0.90000        0.10000    0.90000
01.67500    0.85402     0.85402        0.14598    0.90000
01.57500    0.89080     0.89080        0.10920    0.90000
01.77500    0.81724     0.81724        0.18276    0.90000
02.20000    0.66092     0.66092        0.33908    0.90000
02.57500    0.52299     0.52299        0.47701    0.90000
01.55000    0.90000     0.90000        0.10000    0.90000
02.20000    0.66092     0.66092        0.33908    0.90000
01.75000    0.82644     0.82644        0.17356    0.90000
01.67500    0.85402     0.85402        0.14598    0.90000
01.90000    0.77126     0.77126        0.22874    0.90000
02.97500    0.37586     0.37586        0.62414    0.90000
01.90000    0.77126     0.77126        0.22874    0.90000
01.80000    0.80805     0.80805        0.19195    0.90000
02.02500    0.72529     0.72529        0.27471    0.90000
03.25000    0.27471     0.27471        0.72529    0.90000
02.20000    0.66092     0.66092        0.33908    0.90000
02.47500    0.55977     0.55977        0.44023    0.90000
01.90000    0.77126     0.77126        0.22874    0.90000
02.80000    0.44023     0.44023        0.55977    0.90000
02.62500    0.50460     0.50460        0.49540    0.90000
01.90000    0.77126     0.77126        0.22874    0.90000
02.40000    0.58736     0.58736        0.41264    0.90000
02.57500    0.52299     0.52299        0.47701    0.90000
03.07500    0.33908     0.33908        0.66092    0.90000
02.42500    0.57816     0.57816        0.42184    0.90000
02.30000    0.62414     0.62414        0.37586    0.90000
02.35000    0.60575     0.60575        0.39425    0.90000
02.97500    0.37586     0.37586        0.62414    0.90000
01.70000    0.84483     0.84483        0.15517    0.90000
01.92500    0.76207     0.76207        0.23793    0.90000
02.82500    0.43103     0.43103        0.56897    0.90000
02.27500    0.63333     0.63333        0.36667    0.90000
02.12500    0.68851     0.68851        0.31149    0.90000
03.02500    0.35747     0.35747        0.64253    0.90000
01.75000    0.82644     0.82644        0.17356    0.90000
03.72500    0.10000     0.10000        0.90000    0.90000
01.97500    0.74368     0.74368        0.25632    0.90000
03.02500    0.35747     0.35747        0.64253    0.90000
01.80000    0.80805     0.80805        0.19195    0.90000
