# Date generated: Wed Jun  8 14:00:54 2016
# Min mean shortest path [1.88]
# Max mean shortest path [4.92]
# Range of value [3.04]
# =============================================================

#    MSP       Bold    Sociable    Exploratory     Escape
01.98000    0.87368     0.87368        0.12632    0.90000
01.94000    0.88421     0.88421        0.11579    0.90000
02.32000    0.78421     0.78421        0.21579    0.90000
02.84000    0.64737     0.64737        0.35263    0.90000
03.42000    0.49474     0.49474        0.50526    0.90000
02.58000    0.71579     0.71579        0.28421    0.90000
02.10000    0.84211     0.84211        0.15789    0.90000
03.36000    0.51053     0.51053        0.48947    0.90000
02.24000    0.80526     0.80526        0.19474    0.90000
02.18000    0.82105     0.82105        0.17895    0.90000
02.02000    0.86316     0.86316        0.13684    0.90000
02.32000    0.78421     0.78421        0.21579    0.90000
02.42000    0.75789     0.75789        0.24211    0.90000
02.44000    0.75263     0.75263        0.24737    0.90000
03.26000    0.53684     0.53684        0.46316    0.90000
01.90000    0.89474     0.89474        0.10526    0.90000
02.24000    0.80526     0.80526        0.19474    0.90000
01.88000    0.90000     0.90000        0.10000    0.90000
02.74000    0.67368     0.67368        0.32632    0.90000
02.94000    0.62105     0.62105        0.37895    0.90000
02.34000    0.77895     0.77895        0.22105    0.90000
02.40000    0.76316     0.76316        0.23684    0.90000
01.98000    0.87368     0.87368        0.12632    0.90000
02.94000    0.62105     0.62105        0.37895    0.90000
02.72000    0.67895     0.67895        0.32105    0.90000
02.08000    0.84737     0.84737        0.15263    0.90000
02.22000    0.81053     0.81053        0.18947    0.90000
02.00000    0.86842     0.86842        0.13158    0.90000
03.10000    0.57895     0.57895        0.42105    0.90000
02.58000    0.71579     0.71579        0.28421    0.90000
02.76000    0.66842     0.66842        0.33158    0.90000
03.98000    0.34737     0.34737        0.65263    0.90000
02.16000    0.82632     0.82632        0.17368    0.90000
02.54000    0.72632     0.72632        0.27368    0.90000
02.10000    0.84211     0.84211        0.15789    0.90000
02.06000    0.85263     0.85263        0.14737    0.90000
02.52000    0.73158     0.73158        0.26842    0.90000
04.02000    0.33684     0.33684        0.66316    0.90000
03.10000    0.57895     0.57895        0.42105    0.90000
03.10000    0.57895     0.57895        0.42105    0.90000
02.10000    0.84211     0.84211        0.15789    0.90000
02.52000    0.73158     0.73158        0.26842    0.90000
02.54000    0.72632     0.72632        0.27368    0.90000
03.00000    0.60526     0.60526        0.39474    0.90000
03.74000    0.41053     0.41053        0.58947    0.90000
02.98000    0.61053     0.61053        0.38947    0.90000
03.38000    0.50526     0.50526        0.49474    0.90000
04.92000    0.10000     0.10000        0.90000    0.90000
02.84000    0.64737     0.64737        0.35263    0.90000
03.26000    0.53684     0.53684        0.46316    0.90000
