# Location count [70]
# Random seed [1]

+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    -70.8511
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
+00.0000    +86.0162
