# Location count [50]
# Random seed [1]

+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
+100.0000    -75.0000
